cro,avg_count,a,b,fit
124,12918.228242038049,0.18019150583818713,0.06258680418115842,yes
125,13019.742505096981,0.17280845960500155,0.06418752184856318,yes
126,13117.736899937703,0.174874993935075,0.06465589177524048,yes
127,13221.086635760214,0.17581545543561972,0.06459991795401906,yes
128,13315.840230164067,0.1765546690678277,0.06308663489790103,yes
129,13414.297028039167,0.1778061193486459,0.061294596477735594,yes
130,13518.904633946173,0.17955354503178794,0.06239470341743543,yes
131,13616.759144918211,0.1799218148780544,0.06278317356896156,yes
132,13715.940556331623,0.182103511091949,0.06395002558867274,yes
133,13819.043495769229,0.18565209871326638,0.06474252005196601,yes
134,13919.421030415017,0.18471834393753236,0.06784530948169896,yes
135,14020.749514117515,0.19486684794747916,0.06557464197551445,yes
136,14122.661133954556,0.19143135689167418,0.06473061213521195,yes
137,14225.44829576281,0.20092632089472356,0.06147119872583124,yes
138,14325.465207959249,0.19446265645825644,0.06540042032213883,yes
139,14423.751947824443,0.19017349904567515,0.06715795348753538,yes
140,14523.278561911044,0.19446498890117078,0.06387540329378756,yes
141,14623.467961232112,0.1922871329650809,0.06519863847810993,yes
142,14721.678527861139,0.19648820259845529,0.06185398496287873,yes
143,14819.139505892093,0.19363637196342665,0.06333565883548749,yes
144,14915.376818440696,0.1985448128238115,0.06294369938610134,yes
145,15023.736685850361,0.19815110325648447,0.06564614895594255,yes
146,15122.880088316746,0.20474757652009543,0.06956233207071343,yes
147,15225.9307591528,0.22340526499870528,0.06304375726076346,yes
148,15328.079947505554,0.2136839156037952,0.06602555997286248,yes
149,15429.363816259349,0.2103214943822966,0.07192736086107668,yes
150,15530.397677864097,0.2202747794143737,0.0652036854017747,yes
151,15628.813473906785,0.2335551574780949,0.059362978898445204,yes
152,15728.699192417129,0.22331531143379818,0.0633420477575729,yes
153,15830.258444206018,0.21249131759846324,0.06462100349678374,yes
154,15930.440162085153,0.21199068751760944,0.06344601126223175,yes
155,16030.130903295456,0.2162173424820299,0.061199080735852,yes
156,16129.207605623964,0.21994759122651175,0.06173748601136853,yes
157,16227.769883940065,0.2099054987625273,0.06335931717481717,yes
158,16327.107970797246,0.21082229935184568,0.06266779367485265,yes
159,16426.92854671795,0.22080887710161323,0.060751465382986494,yes
160,16528.27732587989,0.2208420593862642,0.06334733883934482,yes
161,16625.794569123944,0.23858717253693093,0.0627855186825804,yes
162,16734.284431890723,0.26830131472072116,0.05675715444416615,yes
163,16833.828772769957,0.2664504610481937,0.059693240625726035,yes
164,16934.780916832522,0.28067795285271974,0.05801299176974012,yes
165,17035.154390000127,0.2793638481055046,0.05689730844205296,yes
166,17129.784438386036,0.26285231713239604,0.058107198208315565,yes
167,17234.881676055644,0.2810538343944123,0.05349369290164301,yes
168,17336.12739156177,0.26341047536270745,0.057320892282469116,yes
169,17433.823020063588,0.25629511761199864,0.059363418915004317,yes
170,17534.48991139864,0.26340282867032866,0.05724355875781938,yes
171,17632.442573863525,0.2459767469686881,0.060291059404022906,yes
172,17735.504390000126,0.25854324092721975,0.0595990410172051,yes
173,17830.080098221846,0.2580742093826572,0.06162934966561962,yes
174,17936.67914665762,0.2826098629465139,0.06015278324622533,yes
175,18037.838511587823,0.29869514105868716,0.057629687551467516,yes
176,18142.105867088863,0.30727748373634,0.060834864656215425,yes
177,18238.845544947326,0.30289345384214317,0.060593224872232884,yes
178,18341.899430216443,0.2980283089068155,0.062043525436231754,yes
