cro,avg_count,a,b,fit
5,974.5545744163136,0.018488596250747474,18.02346830688556,yes
10,1500.784745051044,0.021944679929761814,20.6058985909917,yes
12,1707.4388499593756,-0.001986489347828497,23.523352881393333,yes
15,2006.4441741220328,0.013764630608741914,21.186002582822727,yes
16,2097.394267130824,0.014389715247536636,19.57286412424274,yes
17,2200.6260294712188,0.016299583542290684,19.753807907326493,yes
18,2304.644174122033,0.01603139900667837,19.446974380401297,yes
19,2405.0462734482726,0.018943249214643607,19.80998066045807,yes
20,2505.766376930738,0.01187929427165001,19.553454509533736,yes
21,2589.7701146048457,0.020445631398041033,0.6039818389291128,yes
22,2695.6105935961386,0.02453192864766293,21.39277855753838,yes
23,2800.3016687612876,0.021139747706331594,19.303157960867296,yes
24,2902.066242494714,0.023066349818924796,19.351420259990213,yes
25,2998.3271715098695,0.02144024157531257,0.7823987546592938,yes
26,3099.540591233863,0.024893457614810637,0.547519814849487,yes
27,3202.1790684638163,0.024864533526278158,0.7130503086521355,yes
28,3300.9111327560367,0.02311111671005189,0.4676026377910155,yes
29,3400.36723263464,0.02606483919970461,0.3659175143421197,yes
30,3501.6797175190623,0.022259832554353227,0.44636868304200694,yes
31,3600.032211508844,0.025602342193118043,0.3146093654265248,yes
32,3700.918581113627,0.02972248516657427,0.38259900854956286,yes
33,3798.8107146968678,0.03023707271079379,0.28111401044718776,yes
34,3903.9528214759607,0.029829939053566495,0.3461686816943171,yes
35,3996.278569569522,0.02843002741093447,0.2841490034791817,yes
36,4098.271531137096,0.032216547145296856,0.24507920833851593,yes
37,4202.4825485989795,0.03221730239873824,0.29120505506985006,yes
38,4301.9516687612895,0.03415777799266009,0.26965348521058274,yes
39,4398.484288787587,0.03695463702788815,0.21524407363555978,yes
40,4498.150237791269,0.038080725383011375,0.19683763403329732,yes
41,4599.681858501307,0.04252189885012436,0.17445567165146397,yes
42,4703.32635130945,0.04509147258978613,0.13367900388782064,yes
43,4802.57717150987,0.04779039756027754,0.11899053299359941,yes
44,4899.655255016658,0.048838326983986546,0.11757802330658268,yes
45,5001.743771555771,0.0486114039070055,0.12964708026056504,yes
46,5099.868217286211,0.05163204739256697,0.12130650665836108,yes
47,5203.319794323398,0.051293877250757805,0.13032311316546916,yes
48,5299.161303717665,0.0533837269007841,0.12026610002896022,yes
49,5400.968217286211,0.05645919224914242,0.11491211203355925,yes
50,5504.175574234534,0.05414254833608123,0.12511962145501984,yes
51,5603.146613817035,0.04760066251250564,0.15603343933987918,yes
52,5704.36031629644,0.051402436236988716,0.12659447567829363,yes
53,5806.835727136051,0.05250909276798579,0.12737890481585568,yes
54,5902.331663344752,0.05799696651074153,0.11457417079158003,yes
55,6004.93974398745,0.05622019454210294,0.12166449333973112,yes
56,6104.120328842946,0.055131191602160075,0.1216925055125407,yes
57,6206.558784368703,0.057099953128762884,0.1279580483215861,yes
58,6303.603443467061,0.05955910425034789,0.11102237214567943,yes
59,6402.251719505637,0.06012165974531793,0.1128519546753969,yes
60,6502.844660407395,0.060142803382085185,0.12243356585470233,yes
61,6607.596082301531,0.061129022917418195,0.11476113662414579,yes
62,6702.505255016658,0.06415108000210697,0.1153317606878563,yes
63,6800.639219312995,0.06322030529105217,0.11139192267106313,yes
64,6904.3121244128315,0.06668144855884059,0.1091139657028963,yes
65,7003.686987539871,0.06645441222651656,0.10684028309726393,yes
66,7104.196330915842,0.06915950211528595,0.10596090729914581,yes
67,7203.171662393586,0.07383563361913112,0.0990585515373186,yes
68,7303.5534376642345,0.07143039943596081,0.10364035688646918,yes
69,7404.660526110656,0.07170262511839116,0.11058719639684715,yes
70,7503.896613817036,0.07152333435524154,0.10428544668534218,yes
71,7604.005108787435,0.07037118535686024,0.10797720456861952,yes
72,7707.696613817036,0.07030909276848578,0.11520686364440784,yes
73,7802.838250560123,0.07329182703172878,0.1032035425128909,yes
74,7902.046731492323,0.07104357443616638,0.10959230767901838,yes
