cro,avg_count,a,b,fit
180,18559.27160592305,0.4677806950585314,0.05978567161183465,yes
181,18661.31919748896,0.47388812185668827,0.06013650884110778,yes
182,18759.45465530701,0.47086491777993716,0.06063351227298885,yes
183,18862.299441455638,0.47360984327320377,0.06136179093182198,yes
184,18961.74897998484,0.4654579355285048,0.062246982165693625,yes
185,19064.171283622883,0.46765914522903945,0.06376640833474789,yes
186,19166.772857454933,0.47380730543099037,0.06530347755070644,yes
187,19264.62914149456,0.4806962297595255,0.06360613427458967,yes
188,19367.422294293996,0.4769251767229765,0.06501078255473805,yes
189,19468.08733549662,0.4805449882071221,0.06495311660817987,yes
190,19569.60509947598,0.48510509639771315,0.06555557231606332,yes
191,19666.24386661575,0.48266846059603086,0.06534933830332326,yes
192,19769.41929447716,0.4778967423830054,0.06626010830796741,yes
193,19874.30218884558,0.47252743377526557,0.0688160114273157,yes
194,19970.99924155059,0.4776141164904509,0.0680320318610301,yes
195,20070.535754095596,0.4775369640463143,0.0694409410332449,yes
196,20171.476267052232,0.4819684349340447,0.06922133464811955,yes
197,20276.2222534292,0.4818881743871044,0.06968502581973271,yes
198,20375.33581672462,0.4827758950444954,0.07001815443757431,yes
199,20472.902188845583,0.48031503620528343,0.07006994705918519,yes
200,20576.523000915895,0.4820211879726206,0.07067704106908462,yes
201,20674.36141209646,0.4804250756417264,0.07281821505783233,yes
202,20776.613946551777,0.4859756705625093,0.07230842970282814,yes
203,20875.224666359994,0.4831468209951657,0.0706949900992399,yes
204,20975.53100491831,0.49214262274384535,0.07132815749495006,yes
205,21079.524904867532,0.4969089742089445,0.07325614205279027,yes
206,21178.53409564461,0.4872056190219966,0.07172528782719373,yes
207,21277.960644169092,0.4847603165098184,0.07268015741231253,yes
208,21380.56301001158,0.4962202232159439,0.07256896404267993,yes
209,21483.929124248618,0.4897437670845195,0.07437128697198002,yes
210,21584.499169208386,0.4840989685929371,0.07622922726824392,yes
211,21681.969788959017,0.4807940650803741,0.07531780806366034,yes
212,21784.390866708236,0.49155582876581144,0.07524258155472312,yes
213,21880.669188555672,0.4826986487548866,0.0761674202769239,yes
214,21981.61064416909,0.49152617648641034,0.07619782179569466,yes
215,22081.843462926234,0.48874872801573294,0.0760738161486024,yes
216,22182.17785781782,0.4890414262789376,0.07731309091591002,yes
